Reference Sequence	ARO Term	ARO Accession	Reference Model Type	Reference DB	Reference Allele Source	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Percent Coverage	Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Mate Pair Linkage	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
gb|NG_071201.1|+|101-1252|ARO:3006425|ADC-255	ADC-255	3006425	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter nosocomialis	6	0	6	15.28	176	0.00	*	1152	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
gb|NG_050717.1|+|101-1252|ARO:3006428|ADC-32	ADC-32	3006428	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	1	0	1	13.11	151	0.00	*	1152	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
gb|NG_051447.1|+|1-1152|ARO:3006440|ADC-83	ADC-83	3006440	protein homolog model	CARD	CARD curation	no data	no data	Bacteria, Viruses,	36	0	36	38.45	443	0.69	*	1152	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
gb|NG_051448.1|+|1-1152|ARO:3006441|ADC-84	ADC-84	3006441	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	144	0	144	74.22	855	14.10	*	1152	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
gb|NG_051449.1|+|1-1152|ARO:3006442|ADC-85	ADC-85	3006442	protein homolog model	CARD	CARD curation	no data	no data	Bacteria, Viruses,	23	0	23	21.35	246	5.91	*	1152	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
gb|NG_051451.1|+|1-1152|ARO:3006444|ADC-87	ADC-87	3006444	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	9	0	9	23.09	266	0.00	*	1152	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
gb|NG_051454.1|+|1-1152|ARO:3006447|ADC-90	ADC-90	3006447	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	2	0	2	24.83	286	0.00	*	1152	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
gb|NG_051459.1|+|1-1152|ARO:3006452|ADC-95	ADC-95	3006452	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	1	0	1	10.59	122	0.00	*	1152	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
gb|NG_051461.1|+|1-1152|ARO:3006454|ADC-97	ADC-97	3006454	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	1	0	1	13.11	151	0.00	*	1152	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
gb|NG_068505.1|+|1-942|ARO:3006223|BKC-2	BKC-2	3006223	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter hormaechei	1	0	1	5.31	50	0.00	*	942	BKC Beta-lactamase	carbapenem	antibiotic inactivation
gb|NG_056481.1|+|101-1252|ARO:3005558|BUT-2	BUT-2	3005558	protein homolog model	CARD	CARD curation	no data	no data	Buttiauxella agrestis	1	0	1	6.25	72	0.00	*	1152	BUT beta-lactamase	cephalosporin	antibiotic inactivation
gb|NG_066695.1|+|101-1246|ARO:3006457|CMY-137	CMY-137	3006457	protein homolog model	CARD	CARD curation	no data	no data	Citrobacter	1	0	1	4.80	55	0.00	*	1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
gb|NG_049241.1|+|101-976|ARO:3006927|KLUC-1	KLUC-1	3006927	protein homolog model	CARD	CARD curation	no data	no data	Bacteria, Viruses,	7	0	7	5.71	50	0.00	*	876	KLUC beta-lactamase	cephalosporin	antibiotic inactivation
gb|NG_049242.1|+|101-976|ARO:3006928|KLUC-2	KLUC-2	3006928	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter cloacae	5	0	5	5.59	49	0.00	*	876	KLUC beta-lactamase	cephalosporin	antibiotic inactivation
gb|NG_062210.1|+|1-876|ARO:3006930|KLUC-4	KLUC-4	3006930	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter cloacae	3	0	3	5.71	50	0.00	*	876	KLUC beta-lactamase	cephalosporin	antibiotic inactivation
gb|NG_062249.1|+|101-976|ARO:3006931|KLUC-5	KLUC-5	3006931	protein homolog model	CARD	CARD curation	no data	no data	Raoultella ornithinolytica	5	0	5	6.05	53	0.00	*	876	KLUC beta-lactamase	cephalosporin	antibiotic inactivation
gb|NG_060510.1|+|101-961|ARO:3006933|LEN-28	LEN-28	3006933	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella variicola	1	0	1	15.91	137	0.00	*	861	LEN beta-lactamase	penam; penem	antibiotic inactivation
gb|NG_049292.1|+|0-870|ARO:3006951|MBL1b	MBL1b	3006951	protein homolog model	CARD	CARD curation	no data	no data	Caulobacter vibrioides	2	0	2	19.43	169	0.00	*	870	MBL beta-lactamase	carbapenem	antibiotic inactivation
gb|NG_050721.1|+|0-1146|ARO:3006859|MIR-19	MIR-19	3006859	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter cloacae	1	0	1	8.12	93	0.00	*	1146	MIR beta-lactamase	monobactam; cephalosporin	antibiotic inactivation
gb|NG_050722.1|+|0-1146|ARO:3006860|MIR-20	MIR-20	3006860	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter	1	0	1	8.73	100	0.00	*	1146	MIR beta-lactamase	monobactam; cephalosporin	antibiotic inactivation
gb|NG_055671.1|+|0-1146|ARO:3006862|MIR-22	MIR-22	3006862	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter cloacae	1	0	1	13.18	151	0.00	*	1146	MIR beta-lactamase	monobactam; cephalosporin	antibiotic inactivation
gb|NG_049308.1|+|100-1246|ARO:3002172|MIR-7	MIR-7	3002172	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter cloacae	2	0	2	10.47	120	0.00	*	1146	MIR beta-lactamase	monobactam; cephalosporin	antibiotic inactivation
gb|NG_049314.1|+|100-1252|ARO:3006477|MOX-12	MOX-12	3006477	protein homolog model	CARD	CARD curation	no data	no data	Aeromonas	1	0	1	2.69	31	0.00	*	1152	MOX beta-lactamase	cephalosporin; cephamycin; penam	antibiotic inactivation
gb|NG_049388.1|+|101-976|ARO:3006959|ORN-3	ORN-3	3006959	protein homolog model	CARD	CARD curation	no data	no data	Bacteria, Viruses,	1	0	1	5.59	49	0.00	*	876	ORN beta-lactamase	carbapenem; cephalosporin	antibiotic inactivation
gb|NG_064736.1|+|1-828|ARO:3005714|OXA-114n	OXA-114n	3005714	protein homolog model	CARD	CARD curation	no data	no data	Achromobacter xylosoxidans	1	0	1	6.76	56	0.00	*	828	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|NG_064742.1|+|1-828|ARO:3005720|OXA-114u	OXA-114u	3005720	protein homolog model	CARD	CARD curation	no data	no data	Achromobacter xylosoxidans	29	0	29	7.25	60	0.00	*	828	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|NG_049774.1|+|101-925|ARO:3005728|OXA-497	OXA-497	3005728	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	1	0	1	13.94	115	0.00	*	825	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|NG_051477.1|+|1-825|ARO:3005757|OXA-527	OXA-527	3005757	protein homolog model	CARD	CARD curation	no data	no data	Bacteria, Viruses,	94	0	94	57.82	477	32.94	*	825	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|NG_051479.1|+|1-825|ARO:3005759|OXA-529	OXA-529	3005759	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	1	0	1	18.30	151	0.00	*	825	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|NG_054701.1|+|1-825|ARO:3005781|OXA-557	OXA-557	3005781	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	6	0	6	19.39	160	0.00	*	825	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|NG_062304.1|+|14-838|ARO:3005889|OXA-682	OXA-682	3005889	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	5	0	5	20.61	170	0.00	*	825	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|NG_062327.1|+|26-850|ARO:3005912|OXA-705	OXA-705	3005912	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	1	0	1	13.45	111	0.00	*	825	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|NG_062338.1|+|22-846|ARO:3005917|OXA-710	OXA-710	3005917	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	1	0	1	3.76	31	0.00	*	825	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|NG_062330.1|+|12-836|ARO:3005925|OXA-718	OXA-718	3005925	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	1	0	1	14.55	120	0.00	*	825	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|NG_063846.1|+|34-858|ARO:3005946|OXA-742	OXA-742	3005946	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	1	0	1	14.42	119	0.00	*	825	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|NG_063852.1|+|41-865|ARO:3005952|OXA-748	OXA-748	3005952	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	2	0	2	15.52	128	0.00	*	825	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|NG_063853.1|+|30-854|ARO:3005953|OXA-749	OXA-749	3005953	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	3	0	3	20.24	167	0.00	*	825	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|NG_063860.1|+|41-865|ARO:3005960|OXA-756	OXA-756	3005960	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	6	0	6	20.73	171	1.33	*	825	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|NG_063863.1|+|41-865|ARO:3005963|OXA-759	OXA-759	3005963	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	15	0	15	24.97	206	0.00	*	825	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|NG_063874.1|+|34-858|ARO:3005974|OXA-770	OXA-770	3005974	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	1	0	1	18.30	151	0.00	*	825	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|NG_063876.1|+|43-867|ARO:3005976|OXA-772	OXA-772	3005976	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	2	0	2	9.33	77	0.00	*	825	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|NG_066727.1|+|43-867|ARO:3006057|OXA-865	OXA-865	3006057	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	4	0	4	8.97	74	0.00	*	825	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|NG_066739.1|+|36-860|ARO:3006069|OXA-877	OXA-877	3006069	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	2	0	2	24.73	204	0.00	*	825	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|NG_071209.1|+|1-789|ARO:3006117|OXA-937	OXA-937	3006117	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	6.46	51	0.00	*	789	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|NG_071211.1|+|101-925|ARO:3006119|OXA-939	OXA-939	3006119	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	2	0	2	19.64	162	0.00	*	825	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|NG_049867.1|+|1-1194|ARO:3006480|PDC-100	PDC-100	3006480	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.10	37	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_049869.1|+|1-1194|ARO:3006482|PDC-102	PDC-102	3006482	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	8.38	100	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_049873.1|+|1-1194|ARO:3006484|PDC-106	PDC-106	3006484	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	7.37	88	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_049876.1|+|1-1194|ARO:3006487|PDC-109	PDC-109	3006487	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_055480.1|+|1-1194|ARO:3006494|PDC-116	PDC-116	3006494	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.94	47	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_055484.1|+|1-1194|ARO:3006496|PDC-120	PDC-120	3006496	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050589.1|+|1-1194|ARO:3006501|PDC-125	PDC-125	3006501	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	4.94	59	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050791.1|+|1-1194|ARO:3006512|PDC-135	PDC-135	3006512	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.35	40	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050793.1|+|1-1194|ARO:3006514|PDC-137	PDC-137	3006514	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050796.1|+|1-1194|ARO:3006517|PDC-140	PDC-140	3006517	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	4.94	59	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050820.1|+|1-1194|ARO:3006524|PDC-147	PDC-147	3006524	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.94	47	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050822.1|+|1-1194|ARO:3006526|PDC-149	PDC-149	3006526	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.94	47	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050824.1|+|1-1194|ARO:3006529|PDC-151	PDC-151	3006529	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	4	0	4	7.79	93	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050825.1|+|1-1194|ARO:3006530|PDC-152	PDC-152	3006530	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	7.87	94	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050826.1|+|1-1194|ARO:3006531|PDC-153	PDC-153	3006531	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050829.1|+|1-1194|ARO:3006534|PDC-156	PDC-156	3006534	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	2.60	31	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050830.1|+|1-1194|ARO:3006535|PDC-157	PDC-157	3006535	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050831.1|+|1-1194|ARO:3006536|PDC-158	PDC-158	3006536	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	8.71	104	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050832.1|+|1-1194|ARO:3006537|PDC-159	PDC-159	3006537	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_049886.1|+|1-1194|ARO:3006538|PDC-16	PDC-16	3006538	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050833.1|+|1-1194|ARO:3006539|PDC-160	PDC-160	3006539	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	4.94	59	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050834.1|+|1-1194|ARO:3006540|PDC-161	PDC-161	3006540	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.27	39	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050838.1|+|1-1194|ARO:3006544|PDC-165	PDC-165	3006544	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050947.1|+|1-1194|ARO:3006546|PDC-167	PDC-167	3006546	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	2.51	30	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050982.1|+|1-1194|ARO:3006550|PDC-170	PDC-170	3006550	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050983.1|+|1-1194|ARO:3006551|PDC-171	PDC-171	3006551	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.35	40	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_054679.1|+|1-1194|ARO:3006556|PDC-177	PDC-177	3006556	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_054680.1|+|1-1194|ARO:3006557|PDC-178	PDC-178	3006557	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.60	43	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_054974.1|+|1-1194|ARO:3006567|PDC-188	PDC-188	3006567	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	12.65	151	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_054975.1|+|1-1194|ARO:3006568|PDC-189	PDC-189	3006568	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_054980.1|+|1-1194|ARO:3006573|PDC-194	PDC-194	3006573	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.94	47	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_054981.1|+|1-1194|ARO:3006574|PDC-195	PDC-195	3006574	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	2.76	33	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_054983.1|+|1-1194|ARO:3006577|PDC-198	PDC-198	3006577	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.60	43	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_049892.1|+|1-1194|ARO:3006579|PDC-20	PDC-20	3006579	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	12.65	151	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_054987.1|+|1-1194|ARO:3006581|PDC-202	PDC-202	3006581	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	2.68	32	13.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_054993.1|+|1-1194|ARO:3006586|PDC-208	PDC-208	3006586	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_054994.1|+|1-1194|ARO:3006587|PDC-209	PDC-209	3006587	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_055277.1|+|1-1194|ARO:3006591|PDC-214	PDC-214	3006591	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	2.60	31	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_055282.1|+|1-1194|ARO:3006596|PDC-219	PDC-219	3006596	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.35	40	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_049893.1|+|1-1194|ARO:3006597|PDC-21a	PDC-21a	3006597	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	8.38	100	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_049895.1|+|1-1194|ARO:3006599|PDC-22	PDC-22	3006599	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas	2	0	2	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_056102.1|+|1-1194|ARO:3006604|PDC-224	PDC-224	3006604	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	3	0	3	2.68	32	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_056420.1|+|1-1194|ARO:3006607|PDC-228	PDC-228	3006607	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	2.68	32	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_056421.1|+|1-1194|ARO:3006608|PDC-229	PDC-229	3006608	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	7.79	93	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_056424.1|+|1-1194|ARO:3006610|PDC-232	PDC-232	3006610	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_056390.1|+|1-1194|ARO:3006613|PDC-235	PDC-235	3006613	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_056392.1|+|1-1194|ARO:3006615|PDC-237	PDC-237	3006615	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_056393.1|+|1-1194|ARO:3006616|PDC-238	PDC-238	3006616	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.94	47	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_056400.1|+|1-1194|ARO:3006623|PDC-245	PDC-245	3006623	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.02	36	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_056403.1|+|1-1194|ARO:3006626|PDC-248	PDC-248	3006626	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.02	36	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_056404.1|+|1-1194|ARO:3006627|PDC-249	PDC-249	3006627	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas sp.	2	0	2	7.96	95	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_057584.1|+|1-1194|ARO:3006631|PDC-252	PDC-252	3006631	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.60	43	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_057594.1|+|1-1194|ARO:3006639|PDC-262	PDC-262	3006639	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	12.65	151	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_057597.2|+|1-1173|ARO:3006641|PDC-265	PDC-265	3006641	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.50	41	0.00	*	1173	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_057604.1|+|1-1194|ARO:3006647|PDC-273	PDC-273	3006647	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_060537.1|+|1-1194|ARO:3006649|PDC-275	PDC-275	3006649	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
