assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCA_000715565.1	PRJDB1517	SAMD00008820	BAUK00000000.1		na		3726	3726	Raphanus sativus	cultivar=Aokubi S-h		latest	Scaffold	Major	Full	2014/06/10	RSA_r1.0	Kazusa DNA Research Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/715/565/GCA_000715565.1_RSA_r1.0	./genbank/GCA_000715565.1_RSA_r1.0_genomic.fna.gz
GCA_000801105.2	PRJNA239785	SAMN03084390	JRUI00000000.2		representative genome		3726	3726	Raphanus sativus	cultivar=WK10039		latest	Scaffold	Major	Full	2015/09/29	Rs1.0	Dr. Namshin Kim at KRIBB	GCF_000801105.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/801/105/GCA_000801105.2_Rs1.0	./genbank/GCA_000801105.2_Rs1.0_genomic.fna.gz
GCA_001047155.1	PRJDB707	SAMD00011068	BAOO00000000.1		na		3726	3726	Raphanus sativus	cultivar=Aokubi		latest	Scaffold	Major	Full	2015/06/29	Rsativus_build1.00	Tokyo University of Agriculture	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/047/155/GCA_001047155.1_Rsativus_build1.00	./genbank/GCA_001047155.1_Rsativus_build1.00_genomic.fna.gz
GCA_002197605.1	PRJNA259311	SAMN03003650	JSDR00000000.1		na		3726	3726	Raphanus sativus	cultivar=XYB36-2		latest	Chromosome	Major	Full	2017/06/19	Radish_v2.20	Institute of Vegetables and Flowers, Chinese Academy of Agricultural Science	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/197/605/GCA_002197605.1_Radish_v2.20	./genbank/GCA_002197605.1_Radish_v2.20_genomic.fna.gz
GCA_010725405.1	PRJDB9233	SAMD00201348	BLLE00000000.1	genome length too large	na		3726	3726	Raphanus sativus	cultivar=Okute-Sakurajima		latest	Contig	Major	Full	2020/02/07	RSAskr_r1.0	Kazusa DNA Research Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/725/405/GCA_010725405.1_RSAskr_r1.0	./genbank/GCA_010725405.1_RSAskr_r1.0_genomic.fna.gz
GCA_019703475.1	PRJNA646918	SAMN15568055	JACTOG000000000.1		na		3726	3726	Raphanus sativus	cultivar=Xin-li-mei		latest	Chromosome	Major	Full	2021/08/25	IVFCAAS_Rs00_1.1	Institiute of Vegetables and Flowers, Chinese Acadmy of Agricultural Science	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/703/475/GCA_019703475.1_IVFCAAS_Rs00_1.1	./genbank/GCA_019703475.1_IVFCAAS_Rs00_1.1_genomic.fna.gz
GCA_019705855.1	PRJNA646918	SAMN15573790	JACZFV000000000.1		na		3726	3726	Raphanus sativus		SKDG	latest	Chromosome	Major	Full	2021/08/25	IVFCAAS_Rs05_1.0	Institiute of Vegetables and Flowers, Chinese Acadmy of Agricultural Science	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/705/855/GCA_019705855.1_IVFCAAS_Rs05_1.0	./genbank/GCA_019705855.1_IVFCAAS_Rs05_1.0_genomic.fna.gz
GCA_019705875.1	PRJNA646918	SAMN15568750	JACZFU000000000.1		na		3726	3726	Raphanus sativus		1A0691	latest	Chromosome	Major	Full	2021/08/25	IVFCAAS_Rs04_1.0	Institiute of Vegetables and Flowers, Chinese Acadmy of Agricultural Science	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/705/875/GCA_019705875.1_IVFCAAS_Rs04_1.0	./genbank/GCA_019705875.1_IVFCAAS_Rs04_1.0_genomic.fna.gz
GCA_019705955.1	PRJNA646918	SAMN15573950	JACZFW000000000.1		na		3726	3726	Raphanus sativus		RAS8	latest	Chromosome	Major	Full	2021/08/25	IVFCAAS_Rs06_1.0	Institiute of Vegetables and Flowers, Chinese Acadmy of Agricultural Science	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/705/955/GCA_019705955.1_IVFCAAS_Rs06_1.0	./genbank/GCA_019705955.1_IVFCAAS_Rs06_1.0_genomic.fna.gz
GCA_902824885.1	PRJEB37015	SAMEA6601836	CADDZY000000000.1		na		3726	3726	Raphanus sativus			latest	Chromosome	Major	Full	2020/03/13	Qing	Hubei Academy of Agricultural Sciences	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/824/885/GCA_902824885.1_Qing	./genbank/GCA_902824885.1_Qing_genomic.fna.gz
GCA_012274485.2	PRJNA214277	SAMN02744833	WIDR00000000.2		representative genome		3728	3728	Sinapis alba	strain=S2 GC0560-79		latest	Scaffold	Major	Full	2020/10/05	S.alba_v1	DOE Joint Genome Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/274/485/GCA_012274485.2_S.alba_v1	./genbank/GCA_012274485.2_S.alba_v1_genomic.fna.gz
GCA_000411075.1	PRJNA202979	SAMN02152446	ASZH00000000.1		representative genome		3730	3730	Sisymbrium irio		GC 1146-67	latest	Scaffold	Major	Full	2013/06/14	VEGI_SI_v_1.0	McGill University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/411/075/GCA_000411075.1_VEGI_SI_v_1.0	./genbank/GCA_000411075.1_VEGI_SI_v_1.0_genomic.fna.gz
GCA_009801145.1	PRJNA268707	SAMN03223843	JWZU00000000.1		na		3735	3735	Moringa oleifera			latest	Scaffold	Major	Full	2019/12/27	ASM980114v1	National Centre for Biological Sciences, TIFR	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/801/145/GCA_009801145.1_ASM980114v1	./genbank/GCA_009801145.1_ASM980114v1_genomic.fna.gz
GCA_021397835.1	PRJNA765946	SAMN21593665	JAJFZO000000000.1		representative genome		3735	3735	Moringa oleifera	cultivar=Bhagya		latest	Scaffold	Major	Full	2022/01/10	ASM2139783v1	Institute of Life Sciences	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/397/835/GCA_021397835.1_ASM2139783v1	./genbank/GCA_021397835.1_ASM2139783v1_genomic.fna.gz
GCA_021560355.1	PRJNA765934	SAMN21592341	JAKELQ000000000.1		na		3735	3735	Moringa oleifera		MTP2021	latest	Contig	Major	Full	2022/01/24	Moringa_Oleifera_1.0	Virtual University of Pakistan	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/560/355/GCA_021560355.1_Moringa_Oleifera_1.0	./genbank/GCA_021560355.1_Moringa_Oleifera_1.0_genomic.fna.gz
GCA_000511695.1	PRJDB1476		BATS00000000.1	partial	na		3747	3747	Fragaria x ananassa	cultivar=Reikou		latest	Scaffold	Major	Partial	2013/12/06	FANhybrid_r1.2	Kazusa DNA Research Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/511/695/GCA_000511695.1_FANhybrid_r1.2	./genbank/GCA_000511695.1_FANhybrid_r1.2_genomic.fna.gz
GCA_000511835.1	PRJDB1477		BATT00000000.1		na		3747	3747	Fragaria x ananassa	cultivar=Reikou		latest	Scaffold	Major	Full	2013/12/06	FAN_r1.1	Kazusa DNA Research Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/511/835/GCA_000511835.1_FAN_r1.1	./genbank/GCA_000511835.1_FAN_r1.1_genomic.fna.gz
GCA_019022445.1	PRJNA662854	SAMN16094694	JACXYW000000000.1		representative genome		3747	3747	Fragaria x ananassa	cultivar=Wongyo 3115		latest	Chromosome	Major	Full	2021/06/24	NIHHS_FaW_1.0	National Institute of Horticultural and Herbal Science	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/022/445/GCA_019022445.1_NIHHS_FaW_1.0	./genbank/GCA_019022445.1_NIHHS_FaW_1.0_genomic.fna.gz
GCA_019650335.1	PRJDB7670	SAMD00151138	BOVN00000000.1		na		3747	3747	Fragaria x ananassa	cultivar=Reikou		latest	Scaffold	Major	Full	2021/05/14	FAN_r2.3	Kazusa DNA Research Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/650/335/GCA_019650335.1_FAN_r2.3	./genbank/GCA_019650335.1_FAN_r2.3_genomic.fna.gz
GCA_000148765.2	PRJNA28845	SAMN02981243	ACYM00000000.1	genome length too small; superseded by newer assembly for species	na		3750	3750	Malus domestica	cultivar=Golden Delicious		latest	Chromosome	Major	Full	2010/11/18	MalDomGD1.0	IASMA research center	GCF_000148765.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/148/765/GCA_000148765.2_MalDomGD1.0	./genbank/GCA_000148765.2_MalDomGD1.0_genomic.fna.gz
GCA_002114115.1	PRJNA339703	SAMN05603590	MJAX00000000.1		representative genome		3750	3750	Malus domestica	cultivar=Golden Delicious	X9273 #13	latest	Chromosome	Major	Full	2017/05/03	ASM211411v1	IRHS	GCF_002114115.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/114/115/GCA_002114115.1_ASM211411v1	./genbank/GCA_002114115.1_ASM211411v1_genomic.fna.gz
GCA_004115385.1	PRJNA482033	SAMN09744170	RDQH00000000.1		na		3750	3750	Malus domestica	cultivar=HFTH1		latest	Chromosome	Major	Full	2019/01/29	ASM411538v1	nextomics	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/115/385/GCA_004115385.1_ASM411538v1	./genbank/GCA_004115385.1_ASM411538v1_genomic.fna.gz
GCA_022606005.1	PRJNA666203	SAMN16283546	JADGIE000000000.1		na		3750	3750	Malus domestica	cultivar=Royal Gala	RGTH1	latest	Chromosome	Major	Full	2022/03/17	PFR_Mdom_1.0	The New Zealand Institute for Plant & Food Research Ltd	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/606/005/GCA_022606005.1_PFR_Mdom_1.0	./genbank/GCA_022606005.1_PFR_Mdom_1.0_genomic.fna.gz
GCA_916048125.1	PRJEB47506	SAMEA9197673	CAJZHQ000000000.1		na		3750	3750	Malus domestica			latest	Contig	Major	Full	2021/09/22	drMalDome10.1 alternate haplotype	WELLCOME SANGER INSTITUTE	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/048/125/GCA_916048125.1_drMalDome10.1_alternate_haplotype	./genbank/GCA_916048125.1_drMalDome10.1_alternate_haplotype_genomic.fna.gz
GCA_916050505.1	PRJEB47505	SAMEA9197673	CAJZLN000000000.1		na		3750	3750	Malus domestica			latest	Chromosome	Major	Full	2021/09/22	drMalDome10.1	WELLCOME SANGER INSTITUTE	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/050/505/GCA_916050505.1_drMalDome10.1	./genbank/GCA_916050505.1_drMalDome10.1_genomic.fna.gz
GCA_916612005.1	PRJEB47756	SAMEA9197674	CAKAJL000000000.1		na		3750	3750	Malus domestica			latest	Chromosome	Major	Full	2021/10/01	drMalDome11.1	WELLCOME SANGER INSTITUTE	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/612/005/GCA_916612005.1_drMalDome11.1	./genbank/GCA_916612005.1_drMalDome11.1_genomic.fna.gz
GCA_916614045.1	PRJEB47757	SAMEA9197674	CAKAJP000000000.1		na		3750	3750	Malus domestica			latest	Scaffold	Major	Full	2021/09/30	drMalDome11.1 alternate haplotype	WELLCOME SANGER INSTITUTE	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/614/045/GCA_916614045.1_drMalDome11.1_alternate_haplotype	./genbank/GCA_916614045.1_drMalDome11.1_alternate_haplotype_genomic.fna.gz
GCA_916614085.1	PRJEB47760	SAMEA9239977	CAKAJQ000000000.1		na		3750	3750	Malus domestica			latest	Contig	Major	Full	2021/09/30	drMalDome58.1 alternate haplotype	WELLCOME SANGER INSTITUTE	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/614/085/GCA_916614085.1_drMalDome58.1_alternate_haplotype	./genbank/GCA_916614085.1_drMalDome58.1_alternate_haplotype_genomic.fna.gz
GCA_916614885.2	PRJEB47759	SAMEA8717325	CAKAJS000000000.2		na		3750	3750	Malus domestica			latest	Contig	Major	Full	2022/02/09	drMalDome5.2 alternate haplotype	WELLCOME SANGER INSTITUTE	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/614/885/GCA_916614885.2_drMalDome5.2_alternate_haplotype	./genbank/GCA_916614885.2_drMalDome5.2_alternate_haplotype_genomic.fna.gz
GCA_916615275.2	PRJEB47761	SAMEA9239977	CAKAJU000000000.2		na		3750	3750	Malus domestica			latest	Chromosome	Major	Full	2022/02/09	drMalDome58.2	WELLCOME SANGER INSTITUTE	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/615/275/GCA_916615275.2_drMalDome58.2	./genbank/GCA_916615275.2_drMalDome58.2_genomic.fna.gz
GCA_916615385.1	PRJEB47758	SAMEA8717325	CAKAJT000000000.1		na		3750	3750	Malus domestica			latest	Chromosome	Major	Full	2021/10/01	drMalDome5.1	WELLCOME SANGER INSTITUTE	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/615/385/GCA_916615385.1_drMalDome5.1	./genbank/GCA_916615385.1_drMalDome5.1_genomic.fna.gz
GCA_916048215.2	PRJEB47504	SAMEA9197672	CAJZHM000000000.2		representative genome		3752	3752	Malus sylvestris			latest	Chromosome	Major	Full	2022/02/09	drMalSylv7.2	WELLCOME SANGER INSTITUTE	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/048/215/GCA_916048215.2_drMalSylv7.2	./genbank/GCA_916048215.2_drMalSylv7.2_genomic.fna.gz
GCA_916049865.1	PRJEB47503	SAMEA9197672	CAJZLB000000000.1		na		3752	3752	Malus sylvestris			latest	Contig	Major	Full	2021/09/22	drMalSylv7.1 alternate haplotype	WELLCOME SANGER INSTITUTE	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/049/865/GCA_916049865.1_drMalSylv7.1_alternate_haplotype	./genbank/GCA_916049865.1_drMalSylv7.1_alternate_haplotype_genomic.fna.gz
GCA_008632915.2	PRJDB7547	SAMD00145063			na		3755	3755	Prunus dulcis			latest	Contig	Major	Full	2019/09/20	ASM863291v2	Sequentia Biotech SL	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/632/915/GCA_008632915.2_ASM863291v2	./genbank/GCA_008632915.2_ASM863291v2_genomic.fna.gz
GCA_021292205.2	PRJNA769745	SAMN22169165	JAJFAZ000000000.2		na		3755	3755	Prunus dulcis	cultivar=Nonpareil	clone GOH B32 T37-40	latest	Chromosome	Major	Full	2022/07/14	OSU_Pdul_2.5	Ohio State University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/292/205/GCA_021292205.2_OSU_Pdul_2.5	./genbank/GCA_021292205.2_OSU_Pdul_2.5_genomic.fna.gz
GCA_902201215.1	PRJEB32994	SAMEA5704668	CABIKO000000000.1		representative genome		3755	3755	Prunus dulcis			latest	Chromosome	Major	Full	2019/10/10	ALMONDv2	CNAG	GCF_902201215.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/201/215/GCA_902201215.1_ALMONDv2	./genbank/GCA_902201215.1_ALMONDv2_genomic.fna.gz
GCA_005406145.1	PRJDB7997	SAMD00162631	BJCG00000000.1		representative genome		3759	3759	Prunus yedoensis	cultivar=Somei-yoshino		latest	Contig	Major	Full	2019/03/18	CYE_r3.1	Kazusa DNA Research Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/406/145/GCA_005406145.1_CYE_r3.1	./genbank/GCA_005406145.1_CYE_r3.1_genomic.fna.gz
GCA_000218175.1	PRJNA54011	SAMN00115266	AEJG00000000.1		na		3760	3760	Prunus persica	cultivar=Dr. Davis		latest	Scaffold	Major	Full	2011/06/14	PrunusPersicaDD_1.0	UC Davis Genome Center Bioinformatics Core	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/218/175/GCA_000218175.1_PrunusPersicaDD_1.0	./genbank/GCA_000218175.1_PrunusPersicaDD_1.0_genomic.fna.gz
GCA_000218195.1	PRJNA54015	SAMN00115268	AEKW00000000.1		na		3760	3760	Prunus persica	cultivar=Georgia Belle		latest	Scaffold	Major	Full	2011/06/15	PrunusPersicaGB_1.0	UC Davis Genome Center Bioinformatics Core	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/218/195/GCA_000218195.1_PrunusPersicaGB_1.0	./genbank/GCA_000218195.1_PrunusPersicaGB_1.0_genomic.fna.gz
GCA_000218215.1	PRJNA54013	SAMN00115267	AEKV00000000.1		na		3760	3760	Prunus persica	cultivar=F8-1,23		latest	Scaffold	Major	Full	2011/06/14	PrunusPersicaF8_1.0	UC Davis Genome Center Bioinformatics Core	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/218/215/GCA_000218215.1_PrunusPersicaF8_1.0	./genbank/GCA_000218215.1_PrunusPersicaF8_1.0_genomic.fna.gz
GCA_000346465.2	PRJNA31227	SAMN02981429	AKXU00000000.2		representative genome		3760	3760	Prunus persica	cultivar=Lovell		latest	Chromosome	Major	Full	2017/02/02	Prunus_persica_NCBIv2	PGF	GCF_000346465.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/346/465/GCA_000346465.2_Prunus_persica_NCBIv2	./genbank/GCA_000346465.2_Prunus_persica_NCBIv2_genomic.fna.gz
GCA_015730445.1	PRJNA663120	SAMN16120604	JACYOW000000000.1		na		3760	3760	Prunus persica	cultivar=Rui You Pan 1		latest	Chromosome	Major	Full	2020/12/09	ASM1573044v1	Beijing Academy of Agriculture and Forestry Sciences	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/730/445/GCA_015730445.1_ASM1573044v1	./genbank/GCA_015730445.1_ASM1573044v1_genomic.fna.gz
GCA_018340835.1	PRJNA707357	SAMN18202189	JAGEPH000000000.1		na		3760	3760	Prunus persica	cultivar=Long Hua Shui Mi		latest	Chromosome	Major	Full	2021/05/12	ASM1834083v1	Beijing Academy of Agriculture and Forestry Sciences	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/340/835/GCA_018340835.1_ASM1834083v1	./genbank/GCA_018340835.1_ASM1834083v1_genomic.fna.gz
GCA_019209885.1	PRJNA743062	SAMN19992624	JAHUAE000000000.1		na		3760	3760	Prunus persica	cultivar=Shabestar		latest	Contig	Major	Full	2021/07/13	ASM1920988v1	Tabriz University, Tabriz, Iran	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/209/885/GCA_019209885.1_ASM1920988v1	./genbank/GCA_019209885.1_ASM1920988v1_genomic.fna.gz
GCA_020226405.1	PRJNA655343	SAMN15733321	JACJUS000000000.1		na		3760	3760	Prunus persica	cultivar=GTY		latest	Scaffold	Major	Full	2021/10/04	GTY_assembly	Shandong Agricultural University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/226/405/GCA_020226405.1_GTY_assembly	./genbank/GCA_020226405.1_GTY_assembly_genomic.fna.gz
GCA_022343065.2	PRJNA742656	SAMN19967399	JAJDMZ000000000.1		na		3760	3760	Prunus persica	cultivar=Sovetskiy		latest	Chromosome	Minor	Full	2022/02/18	PSovetskiy_1.0	National Research Center Kurchatov Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/343/065/GCA_022343065.2_PSovetskiy_1.0	./genbank/GCA_022343065.2_PSovetskiy_1.0_genomic.fna.gz
GCA_024337555.1	PRJNA832431	SAMN27862054	JAMZCX000000000.1		na		3760	3760	Prunus persica	cultivar=Tianjin Shui Mi (TJSM)		latest	Chromosome	Major	Full	2022/07/21	ASM2433755v1	Zhengzhou Fruit Research Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/337/555/GCA_024337555.1_ASM2433755v1	./genbank/GCA_024337555.1_ASM2433755v1_genomic.fna.gz
GCA_001662545.1	PRJNA322107	SAMN05017599	LYNE00000000.1		representative genome		3765	3765	Rosa x damascena			latest	Scaffold	Major	Full	2016/06/13	ASM166254v1	BIO-FD&C CO.,LTD	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/662/545/GCA_001662545.1_ASM166254v1	./genbank/GCA_001662545.1_ASM166254v1_genomic.fna.gz
GCA_016587475.1	PRJDB10856	SAMD00260485	BNSU00000000.1		representative genome		3767	3767	Pyrus pyrifolia	cultivar=Nijisseiki		latest	Contig	Major	Full	2020/12/23	PPY_r1.0	Kazusa DNA Research Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/587/475/GCA_016587475.1_PPY_r1.0	./genbank/GCA_016587475.1_PPY_r1.0_genomic.fna.gz
GCA_001972305.1	PRJDB4484	SAMD00045316	BDDD00000000.1		representative genome		3775	3775	Cephalotus follicularis		St1	latest	Scaffold	Major	Full	2017/01/11	Cfol_1.0	National Institute for Basic Biology	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/972/305/GCA_001972305.1_Cfol_1.0	./genbank/GCA_001972305.1_Cfol_1.0_genomic.fna.gz
GCA_003935025.1	PRJNA482671	SAMN10039699	QYUI00000000.1		representative genome		3816	3816	Abrus precatorius		BTA	latest	Scaffold	Major	Full	2018/12/11	Abrus_2018	Los Alamos National Laboratory	GCF_003935025.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/935/025/GCA_003935025.1_Abrus_2018	./genbank/GCA_003935025.1_Abrus_2018_genomic.fna.gz
GCA_003086295.2	PRJNA419393	SAMN08051159	PIVG00000000.1		representative genome		3818	3818	Arachis hypogaea	cultivar=Tifrunner		latest	Chromosome	Major	Full	2018/05/30	arahy.Tifrunner.gnm1.KYV3	International Peanut Genome Initiative	GCF_003086295.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/086/295/GCA_003086295.2_arahy.Tifrunner.gnm1.KYV3	./genbank/GCA_003086295.2_arahy.Tifrunner.gnm1.KYV3_genomic.fna.gz
GCA_003713155.1	PRJNA480120	SAMN09628890			na		3818	3818	Arachis hypogaea	cultivar=Shitouqi		latest	Chromosome	Major	Full	2018/07/20	ASM371315v1	International peanut genome project	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/713/155/GCA_003713155.1_ASM371315v1	./genbank/GCA_003713155.1_ASM371315v1_genomic.fna.gz
GCA_004170445.1	PRJNA500997	SAMN10345426	SDMP00000000.1		na		3818	3818	Arachis hypogaea		GDAAS-fuhuasheng2018	latest	Chromosome	Major	Full	2019/02/12	ASM417044v1	Guangdong Academy of Agricultural Sciences	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/170/445/GCA_004170445.1_ASM417044v1	./genbank/GCA_004170445.1_ASM417044v1_genomic.fna.gz
GCA_016103905.1	PRJNA680825	SAMN16925142	JADWDE000000000.1		na		3818	3818	Arachis hypogaea	cultivar=Haihua1		latest	Chromosome	Major	Full	2020/12/17	Haihua1_v1	BGI-Qingdao	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/103/905/GCA_016103905.1_Haihua1_v1	./genbank/GCA_016103905.1_Haihua1_v1_genomic.fna.gz
GCA_019914975.1	PRJNA739547	SAMN19458286	JAIGYU000000000.1	genome length too small	na		3818	3818	Arachis hypogaea		KAUST	latest	Contig	Major	Full	2021/09/09	ASM1991497v1	salim bougouffa	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/914/975/GCA_019914975.1_ASM1991497v1	./genbank/GCA_019914975.1_ASM1991497v1_genomic.fna.gz
GCA_019915045.1	PRJNA674723	SAMN19458286	JAIGYT000000000.1		na		3818	3818	Arachis hypogaea		KAUST	latest	Contig	Major	Full	2021/09/09	ASM1991504v1	BCL, KAUST	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/915/045/GCA_019915045.1_ASM1991504v1	./genbank/GCA_019915045.1_ASM1991504v1_genomic.fna.gz
GCA_000230855.2	PRJNA68667	SAMN02981351	AFSP00000000.2		na		3821	3821	Cajanus cajan	strain=Asha		latest	Contig	Major	Full	2017/12/12	Pigeonpea-Version-2.0	National Research Centre on Plant Biotechnology	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/855/GCA_000230855.2_Pigeonpea-Version-2.0	./genbank/GCA_000230855.2_Pigeonpea-Version-2.0_genomic.fna.gz
GCA_000340665.2	PRJNA72815	SAMN02981370	AGCT00000000.1		representative genome		3821	3821	Cajanus cajan			latest	Chromosome	Minor	Full	2016/03/30	C.cajan_V1.1	BGI	GCF_000340665.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/340/665/GCA_000340665.2_C.cajan_V1.1	./genbank/GCA_000340665.2_C.cajan_V1.1_genomic.fna.gz
GCA_015227855.1	PRJNA598293	SAMN13702599	WWND00000000.1		na		3821	3821	Cajanus cajan	cultivar=Asha		latest	Scaffold	Major	Full	2020/11/04	Cajanus cajan v3.0	National Bureau of Plant Genetic Resources	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/227/855/GCA_015227855.1_Cajanus_cajan_v3.0	./genbank/GCA_015227855.1_Cajanus_cajan_v3.0_genomic.fna.gz
GCA_000331145.1	PRJNA175619	SAMN02981489	ANPC00000000.1		representative genome		3827	3827	Cicer arietinum	cultivar=CDC Frontier		latest	Chromosome	Major	Full	2013/01/16	ASM33114v1	BGI-Shenzhen	GCF_000331145.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/331/145/GCA_000331145.1_ASM33114v1	./genbank/GCA_000331145.1_ASM33114v1_genomic.fna.gz
GCA_000347275.4	PRJNA78951	SAMN03105794	AHII00000000.3		na		3827	3827	Cicer arietinum	cultivar=ICC4958		latest	Chromosome	Major	Full	2019/08/08	ASM34727v4	National Institute of Plant Genome Research	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/347/275/GCA_000347275.4_ASM34727v4	./genbank/GCA_000347275.4_ASM34727v4_genomic.fna.gz
GCA_002896005.2	PRJNA418058	SAMN08014107	PGTT00000000.2		na		3827	3827	Cicer arietinum	cultivar=CDC Frontier		latest	Scaffold	Major	Full	2019/03/27	CDCFrontier_v0.5	Cook Lab - University of California at Davis	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/896/005/GCA_002896005.2_CDCFrontier_v0.5	./genbank/GCA_002896005.2_CDCFrontier_v0.5_genomic.fna.gz
GCA_006151565.1	PRJNA529655	SAMN11479683			na		3827	3827	Cicer arietinum	ecotype=chickpea		latest	Chromosome	Major	Full	2019/06/08	ASM615156v1	International Center for Agricultural Research in the Dry Areas	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/151/565/GCA_006151565.1_ASM615156v1	./genbank/GCA_006151565.1_ASM615156v1_genomic.fna.gz
GCA_006345785.1	PRJNA529655	SAMN11280603			na		3827	3827	Cicer arietinum	ecotype=chickpea		latest	Chromosome	Major	Full	2019/06/14	ASM634578v1	International Center for Agricultural Research in the Dry Areas	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/345/785/GCA_006345785.1_ASM634578v1	./genbank/GCA_006345785.1_ASM634578v1_genomic.fna.gz
